strategy,timeframe,direction,entry_time,exit_time,entry_price,exit_price,sl_price,tp_price,bars_held,reason,pnl_r
PEM,M5,short,2024-10-02 00:45:00+00:00,2024-10-02 02:45:00+00:00,2661.965,2660.168,2671.124,2643.647000000001,25,timeout,0.1962004585653558
PEM,M5,short,2024-10-02 11:45:00+00:00,2024-10-02 12:20:00+00:00,2653.645,2655.695,2655.695,2649.5449999999996,8,sl,-1.0
PEM,M5,long,2024-10-03 01:50:00+00:00,2024-10-03 03:50:00+00:00,2654.848,2658.758,2650.985,2662.5739999999996,25,timeout,1.0121667098110347
PEM,M5,long,2024-10-03 06:15:00+00:00,2024-10-03 07:15:00+00:00,2660.848,2658.965,2658.965,2664.6139999999996,13,sl,-1.0
PEM,M5,short,2024-10-03 12:30:00+00:00,2024-10-03 13:25:00+00:00,2652.775,2656.234,2656.234,2645.8570000000004,12,sl,-1.0
PEM,M5,short,2024-10-03 16:15:00+00:00,2024-10-03 16:35:00+00:00,2641.215,2645.965,2645.965,2631.715,5,sl,-1.0
PEM,M5,long,2024-10-04 09:30:00+00:00,2024-10-04 11:30:00+00:00,2660.378,2662.628,2657.898,2665.338,25,timeout,0.9072580645161223
PEM,M5,long,2024-10-04 12:30:00+00:00,2024-10-04 13:45:00+00:00,2666.735,2663.685,2663.685,2672.8350000000005,16,sl,-1.0
PEM,M5,short,2024-10-04 16:20:00+00:00,2024-10-04 17:25:00+00:00,2658.135,2659.805,2659.805,2654.795000000001,14,sl,-1.0
PEM,M5,short,2024-10-04 18:10:00+00:00,2024-10-04 18:35:00+00:00,2657.865,2660.195,2660.195,2653.204999999999,6,sl,-1.0
PEM,M5,short,2024-10-04 23:45:00+00:00,2024-10-05 01:45:00+00:00,2642.848,2647.958,2657.595,2613.3540000000003,25,timeout,-0.34651115481116035
PEM,M5,long,2024-10-05 02:45:00+00:00,2024-10-07 05:40:00+00:00,2648.988,2651.175,2645.445,2656.073999999999,25,timeout,0.6172734970365678
PEM,M5,short,2024-10-07 12:25:00+00:00,2024-10-07 14:25:00+00:00,2644.795,2646.205,2648.055,2638.2750000000005,25,timeout,-0.4325153374232996
PEM,M5,long,2024-10-07 17:05:00+00:00,2024-10-07 19:05:00+00:00,2656.905,2658.285,2648.805,2673.105000000001,25,timeout,0.17037037037032005
PEM,M5,short,2024-10-08 01:15:00+00:00,2024-10-08 01:45:00+00:00,2646.058,2640.9039999999995,2648.635,2640.9039999999995,7,tp,2.0
PEM,M5,short,2024-10-08 03:25:00+00:00,2024-10-08 05:20:00+00:00,2642.438,2643.588,2643.588,2640.138,13,sl,-1.0
PEM,M5,long,2024-10-08 05:40:00+00:00,2024-10-08 07:35:00+00:00,2647.505,2642.235,2642.235,2658.045,24,sl,-1.0
PEM,M5,long,2024-10-08 09:05:00+00:00,2024-10-08 09:25:00+00:00,2647.255,2639.925,2639.925,2661.915,5,sl,-1.0
PEM,M5,long,2024-10-08 10:30:00+00:00,2024-10-08 12:30:00+00:00,2642.165,2642.945,2639.175,2648.1449999999995,25,timeout,0.2608695652174773
PEM,M5,short,2024-10-08 22:35:00+00:00,2024-10-09 00:35:00+00:00,2609.995,2616.344,2624.325,2581.335,25,timeout,-0.4430565247732165
PEM,M5,long,2024-10-09 06:15:00+00:00,2024-10-09 07:50:00+00:00,2622.825,2621.145,2621.145,2626.1849999999995,20,sl,-1.0
PEM,M5,short,2024-10-09 14:50:00+00:00,2024-10-09 15:35:00+00:00,2612.265,2616.245,2616.245,2604.305,10,sl,-1.0
PEM,M5,short,2024-10-10 02:05:00+00:00,2024-10-10 02:05:00+00:00,2606.328,2608.005,2608.005,2602.9739999999997,1,sl,-1.0
PEM,M5,long,2024-10-10 08:10:00+00:00,2024-10-10 08:15:00+00:00,2609.944,2608.745,2608.745,2612.342,2,sl,-1.0
PEM,M5,long,2024-10-10 09:40:00+00:00,2024-10-10 11:40:00+00:00,2612.535,2613.115,2607.875,2621.8549999999996,25,timeout,0.124463519313293
PEM,M5,long,2024-10-10 20:50:00+00:00,2024-10-10 22:50:00+00:00,2621.385,2622.348,2617.258,2629.639000000001,25,timeout,0.23334141022525878
