signal_ts,entry_ts,family,side,entry,stop,tp,risk,timeout_bars,session,exit_ts,exit_price,exit_reason,holding_bars,r_mult,split,year
2021-10-07 07:30:00+00:00,2021-10-07 07:45:00+00:00,rejection,long,1763.255,1762.578,1764.6090000000004,0.6770000000001346,12,london,2021-10-07 08:00:00+00:00,1762.578,sl,1,-1.0,train,2021
2021-10-07 08:30:00+00:00,2021-10-07 08:45:00+00:00,sweep_reclaim,long,1762.055,1761.265,1763.635,0.7899999999999636,12,london,2021-10-07 09:00:00+00:00,1761.265,sl,1,-1.0,train,2021
2021-10-08 07:00:00+00:00,2021-10-08 07:15:00+00:00,rejection,short,1754.648,1754.788,1754.3679999999997,0.14000000000010004,12,london,2021-10-08 07:15:00+00:00,1754.788,sl,0,-1.0,train,2021
2021-10-08 07:15:00+00:00,2021-10-08 07:30:00+00:00,compression_expansion,short,1753.685,1755.355,1750.3449999999998,1.6700000000000728,12,london,2021-10-08 07:45:00+00:00,1755.355,sl,1,-1.0,train,2021
2021-10-08 09:15:00+00:00,2021-10-08 09:30:00+00:00,sweep_reclaim,short,1758.458,1759.128,1757.1180000000004,0.6699999999998454,12,london,2021-10-08 09:30:00+00:00,1759.128,sl,0,-1.0,train,2021
2021-10-11 07:00:00+00:00,2021-10-11 07:15:00+00:00,rejection,short,1754.058,1755.455,1751.2640000000001,1.3969999999999345,12,london,2021-10-11 07:15:00+00:00,1755.455,sl,0,-1.0,train,2021
2021-10-11 11:15:00+00:00,2021-10-11 11:30:00+00:00,rejection,short,1755.094,1757.548,1750.1860000000001,2.453999999999951,12,london,2021-10-11 12:30:00+00:00,1757.548,sl,4,-1.0,train,2021
2021-10-12 07:30:00+00:00,2021-10-12 07:45:00+00:00,rejection,short,1751.518,1754.168,1746.2180000000003,2.6499999999998636,12,london,2021-10-12 08:15:00+00:00,1754.168,sl,2,-1.0,train,2021
2021-10-12 09:00:00+00:00,2021-10-12 09:15:00+00:00,sweep_reclaim,short,1755.728,1755.808,1755.5680000000002,0.07999999999992724,12,london,2021-10-12 09:15:00+00:00,1755.808,sl,0,-1.0,train,2021
2021-10-13 08:15:00+00:00,2021-10-13 08:30:00+00:00,rejection,long,1760.638,1760.098,1761.7179999999998,0.5399999999999636,12,london,2021-10-13 09:00:00+00:00,1761.7179999999998,tp,2,2.0,train,2021
2021-10-13 11:15:00+00:00,2021-10-13 11:30:00+00:00,rejection,long,1762.158,1761.548,1763.3779999999997,0.6099999999999,12,london,2021-10-13 12:00:00+00:00,1761.548,sl,2,-1.0,train,2021
2021-10-14 07:45:00+00:00,2021-10-14 08:00:00+00:00,rejection,long,1791.648,1791.198,1792.5479999999995,0.4499999999998181,12,london,2021-10-14 08:00:00+00:00,1792.5479999999995,tp,0,2.0,train,2021
2021-10-14 08:30:00+00:00,2021-10-14 08:45:00+00:00,sweep_reclaim,long,1791.154,1790.768,1791.926,0.38599999999996726,12,london,2021-10-14 08:45:00+00:00,1790.768,sl,0,-1.0,train,2021
2021-10-14 11:00:00+00:00,2021-10-14 11:15:00+00:00,rejection,long,1788.468,1788.298,1788.8080000000002,0.17000000000007276,12,london,2021-10-14 11:15:00+00:00,1788.8080000000002,tp,0,2.0,train,2021
2021-10-14 11:45:00+00:00,2021-10-14 12:00:00+00:00,compression_expansion,long,1789.698,1788.278,1792.5380000000002,1.4200000000000728,12,london,2021-10-14 13:15:00+00:00,1792.5380000000002,tp,5,2.0,train,2021
2021-10-15 07:00:00+00:00,2021-10-15 07:15:00+00:00,sweep_reclaim,long,1795.258,1795.178,1795.418,0.07999999999992724,12,london,2021-10-15 07:15:00+00:00,1795.178,sl,0,-1.0,train,2021
2021-10-15 07:15:00+00:00,2021-10-15 07:30:00+00:00,compression_expansion,long,1795.278,1794.768,1796.298,0.5099999999999909,12,london,2021-10-15 07:30:00+00:00,1794.768,sl,0,-1.0,train,2021
2021-10-15 07:45:00+00:00,2021-10-15 08:00:00+00:00,sweep_reclaim,long,1795.174,1794.598,1796.326,0.5760000000000218,12,london,2021-10-15 08:00:00+00:00,1794.598,sl,0,-1.0,train,2021
2021-10-15 08:30:00+00:00,2021-10-15 08:45:00+00:00,sweep_reclaim,long,1795.618,1793.878,1799.098,1.740000000000009,12,london,2021-10-15 09:15:00+00:00,1793.878,sl,2,-1.0,train,2021
2021-10-15 12:45:00+00:00,2021-10-15 13:00:00+00:00,sweep_reclaim,long,1792.868,1791.768,1795.0679999999998,1.099999999999909,12,london,2021-10-15 13:30:00+00:00,1791.768,sl,2,-1.0,train,2021
2021-10-18 07:00:00+00:00,2021-10-18 07:15:00+00:00,rejection,short,1770.704,1771.408,1769.296,0.7039999999999509,12,london,2021-10-18 07:15:00+00:00,1769.296,tp,0,2.0,train,2021
2021-10-18 08:00:00+00:00,2021-10-18 08:15:00+00:00,rejection,short,1770.749,1771.158,1769.9310000000003,0.4089999999998781,12,london,2021-10-18 08:15:00+00:00,1771.158,sl,0,-1.0,train,2021
2021-10-18 08:15:00+00:00,2021-10-18 08:30:00+00:00,sweep_reclaim,short,1770.428,1771.408,1768.4680000000005,0.9799999999997908,12,london,2021-10-18 08:45:00+00:00,1771.408,sl,1,-1.0,train,2021
2021-10-18 09:45:00+00:00,2021-10-18 10:00:00+00:00,rejection,short,1771.078,1771.528,1770.1779999999999,0.4500000000000455,12,london,2021-10-18 10:15:00+00:00,1770.1779999999999,tp,1,2.0,train,2021
2021-10-19 07:45:00+00:00,2021-10-19 08:00:00+00:00,sweep_reclaim,short,1765.564,1766.044,1764.604,0.4800000000000182,12,london,2021-10-19 08:00:00+00:00,1766.044,sl,0,-1.0,train,2021
2021-10-20 07:00:00+00:00,2021-10-20 07:15:00+00:00,rejection,short,1768.438,1769.098,1767.1180000000004,0.6599999999998545,12,london,2021-10-20 07:30:00+00:00,1767.1180000000004,tp,1,2.0,train,2021
2021-10-21 09:30:00+00:00,2021-10-21 09:45:00+00:00,rejection,long,1787.828,1784.808,1793.868,3.019999999999982,12,london,2021-10-21 11:45:00+00:00,1784.808,sl,8,-1.0,train,2021
2021-10-21 12:45:00+00:00,2021-10-21 13:00:00+00:00,rejection,long,1784.484,1783.708,1786.0359999999996,0.7759999999998399,12,london,2021-10-21 13:00:00+00:00,1786.0359999999996,tp,0,2.0,train,2021
2021-10-22 08:00:00+00:00,2021-10-22 08:15:00+00:00,rejection,long,1786.158,1783.424,1791.6259999999997,2.7339999999999236,12,london,2021-10-22 11:15:00+00:00,1787.344,timeout,12,0.4337966349671479,train,2021
2021-10-25 07:30:00+00:00,2021-10-25 07:45:00+00:00,rejection,long,1794.318,1792.478,1797.9979999999998,1.8399999999999181,12,london,2021-10-25 08:45:00+00:00,1792.478,sl,4,-1.0,train,2021
2021-10-25 09:15:00+00:00,2021-10-25 09:30:00+00:00,rejection,long,1794.414,1792.278,1798.686,2.1359999999999673,12,london,2021-10-25 09:45:00+00:00,1792.278,sl,1,-1.0,train,2021
2021-10-25 11:45:00+00:00,2021-10-25 12:00:00+00:00,rejection,long,1798.834,1798.074,1800.354,0.7599999999999909,12,london,2021-10-25 12:00:00+00:00,1800.354,tp,0,2.0,train,2021
2021-10-25 12:00:00+00:00,2021-10-25 12:15:00+00:00,compression_expansion,long,1800.148,1797.478,1805.4879999999996,2.6699999999998454,12,london,2021-10-25 12:30:00+00:00,1797.478,sl,1,-1.0,train,2021
2021-10-26 08:15:00+00:00,2021-10-26 08:30:00+00:00,sweep_reclaim,long,1806.024,1805.008,1808.0559999999996,1.015999999999849,12,london,2021-10-26 08:30:00+00:00,1805.008,sl,0,-1.0,train,2021
2021-10-27 08:30:00+00:00,2021-10-27 08:45:00+00:00,rejection,short,1791.578,1793.074,1788.5859999999998,1.4960000000000946,12,london,2021-10-27 09:00:00+00:00,1788.5859999999998,tp,1,2.0,train,2021
2021-10-27 12:15:00+00:00,2021-10-27 12:30:00+00:00,compression_expansion,short,1786.684,1789.628,1780.796,2.94399999999996,12,london,2021-10-27 13:45:00+00:00,1789.628,sl,5,-1.0,train,2021
2021-10-28 11:45:00+00:00,2021-10-28 12:00:00+00:00,rejection,long,1800.314,1798.494,1803.9540000000004,1.8200000000001637,12,london,2021-10-28 13:30:00+00:00,1803.9540000000004,tp,6,2.0,train,2021
2021-10-29 07:00:00+00:00,2021-10-29 07:15:00+00:00,rejection,long,1799.684,1799.358,1800.336,0.32600000000002183,12,london,2021-10-29 07:15:00+00:00,1799.358,sl,0,-1.0,train,2021
2021-11-01 07:15:00+00:00,2021-11-01 07:30:00+00:00,rejection,short,1781.148,1781.228,1780.9879999999996,0.08000000000015461,12,london,2021-11-01 07:30:00+00:00,1781.228,sl,0,-1.0,train,2021
2021-11-01 09:30:00+00:00,2021-11-01 09:45:00+00:00,sweep_reclaim,short,1785.478,1786.078,1784.2780000000002,0.599999999999909,12,london,2021-11-01 09:45:00+00:00,1786.078,sl,0,-1.0,train,2021
2021-11-01 10:15:00+00:00,2021-11-01 10:30:00+00:00,rejection,short,1785.704,1787.258,1782.5959999999998,1.5540000000000873,12,london,2021-11-01 13:15:00+00:00,1787.258,sl,11,-1.0,train,2021
2021-11-02 07:00:00+00:00,2021-11-02 07:15:00+00:00,rejection,long,1792.098,1791.318,1793.658,0.7799999999999727,12,london,2021-11-02 07:45:00+00:00,1791.318,sl,2,-1.0,train,2021
2021-11-02 08:30:00+00:00,2021-11-02 08:45:00+00:00,sweep_reclaim,long,1790.178,1789.384,1791.7660000000003,0.7940000000000964,12,london,2021-11-02 09:15:00+00:00,1789.384,sl,2,-1.0,train,2021
2021-11-02 09:15:00+00:00,2021-11-02 09:30:00+00:00,sweep_reclaim,long,1790.108,1789.408,1791.508,0.7000000000000455,12,london,2021-11-02 09:45:00+00:00,1791.508,tp,1,2.0,train,2021
2021-11-03 08:00:00+00:00,2021-11-03 08:15:00+00:00,rejection,short,1786.168,1787.108,1784.2879999999998,0.9400000000000546,12,london,2021-11-03 08:30:00+00:00,1784.2879999999998,tp,1,2.0,train,2021
2021-11-03 09:30:00+00:00,2021-11-03 09:45:00+00:00,rejection,short,1780.988,1785.078,1772.8080000000002,4.089999999999918,12,london,2021-11-03 12:45:00+00:00,1782.068,timeout,12,-0.264058679706589,train,2021
2021-11-05 08:00:00+00:00,2021-11-05 08:15:00+00:00,sweep_reclaim,long,1791.958,1790.528,1794.8180000000002,1.4300000000000637,12,london,2021-11-05 08:15:00+00:00,1794.8180000000002,tp,0,2.0,train,2021
2021-11-05 08:30:00+00:00,2021-11-05 08:45:00+00:00,rejection,long,1794.888,1789.974,1804.716,4.913999999999987,12,london,2021-11-05 11:45:00+00:00,1794.668,timeout,12,-0.04477004477005044,train,2021
2021-11-05 11:45:00+00:00,2021-11-05 12:00:00+00:00,rejection,long,1794.668,1792.488,1799.0279999999996,2.1799999999998363,12,london,2021-11-05 15:00:00+00:00,1796.708,timeout,12,0.9357798165139194,train,2021
2021-11-08 08:45:00+00:00,2021-11-08 09:00:00+00:00,rejection,long,1817.693,1814.493,1824.093,3.2000000000000455,12,london,2021-11-08 12:00:00+00:00,1819.603,timeout,12,0.5968750000000171,train,2021
2021-11-08 12:45:00+00:00,2021-11-08 13:00:00+00:00,rejection,long,1819.523,1819.068,1820.4329999999998,0.45499999999992724,12,london,2021-11-08 13:00:00+00:00,1819.068,sl,0,-1.0,train,2021
2021-11-09 10:00:00+00:00,2021-11-09 10:15:00+00:00,sweep_reclaim,long,1823.108,1822.728,1823.8679999999997,0.37999999999988177,12,london,2021-11-09 10:15:00+00:00,1822.728,sl,0,-1.0,train,2021
2021-11-09 11:45:00+00:00,2021-11-09 12:00:00+00:00,rejection,long,1823.273,1822.283,1825.253,0.9900000000000091,12,london,2021-11-09 13:00:00+00:00,1825.253,tp,4,2.0,train,2021
2021-11-10 07:00:00+00:00,2021-11-10 07:15:00+00:00,rejection,long,1829.805,1829.433,1830.5490000000002,0.37200000000007094,12,london,2021-11-10 07:15:00+00:00,1830.5490000000002,tp,0,2.0,train,2021
2021-11-10 09:30:00+00:00,2021-11-10 09:45:00+00:00,sweep_reclaim,long,1828.168,1827.153,1830.1979999999996,1.0149999999998727,12,london,2021-11-10 10:00:00+00:00,1827.153,sl,1,-1.0,train,2021
2021-11-11 07:15:00+00:00,2021-11-11 07:30:00+00:00,compression_expansion,long,1850.678,1848.144,1855.7460000000003,2.5340000000001055,12,london,2021-11-11 08:45:00+00:00,1848.144,sl,5,-1.0,train,2021
2021-11-11 09:15:00+00:00,2021-11-11 09:30:00+00:00,sweep_reclaim,long,1845.148,1844.764,1845.916,0.38400000000001455,12,london,2021-11-11 09:30:00+00:00,1844.764,sl,0,-1.0,train,2021
2021-11-11 10:00:00+00:00,2021-11-11 10:15:00+00:00,sweep_reclaim,long,1844.284,1843.684,1845.4840000000004,0.6000000000001364,12,london,2021-11-11 10:15:00+00:00,1843.684,sl,0,-1.0,train,2021
2021-11-11 10:45:00+00:00,2021-11-11 11:00:00+00:00,rejection,long,1850.598,1843.604,1864.5859999999998,6.9939999999999145,12,london,2021-11-11 14:00:00+00:00,1852.118,timeout,12,0.21732913926222483,train,2021
2021-11-12 07:45:00+00:00,2021-11-12 08:00:00+00:00,sweep_reclaim,long,1860.268,1859.898,1861.0080000000003,0.37000000000011823,12,london,2021-11-12 08:00:00+00:00,1859.898,sl,0,-1.0,train,2021
2021-11-12 08:45:00+00:00,2021-11-12 09:00:00+00:00,sweep_reclaim,long,1859.268,1857.948,1861.908,1.3199999999999363,12,london,2021-11-12 09:30:00+00:00,1857.948,sl,2,-1.0,train,2021
2021-11-15 08:00:00+00:00,2021-11-15 08:15:00+00:00,rejection,long,1864.608,1863.948,1865.9279999999997,0.6599999999998545,12,london,2021-11-15 08:15:00+00:00,1863.948,sl,0,-1.0,train,2021
2021-11-15 08:30:00+00:00,2021-11-15 08:45:00+00:00,sweep_reclaim,long,1862.348,1862.058,1862.9279999999999,0.2899999999999636,12,london,2021-11-15 08:45:00+00:00,1862.058,sl,0,-1.0,train,2021
2021-11-15 09:30:00+00:00,2021-11-15 09:45:00+00:00,rejection,long,1860.288,1857.218,1866.4279999999999,3.0699999999999363,12,london,2021-11-15 10:45:00+00:00,1857.218,sl,4,-1.0,train,2021
2021-11-16 10:00:00+00:00,2021-11-16 10:15:00+00:00,rejection,long,1867.738,1865.898,1871.4180000000003,1.8400000000001455,12,london,2021-11-16 10:45:00+00:00,1865.898,sl,2,-1.0,train,2021
2021-11-16 12:00:00+00:00,2021-11-16 12:15:00+00:00,rejection,long,1866.198,1863.828,1870.9380000000003,2.3700000000001182,12,london,2021-11-16 14:15:00+00:00,1863.828,sl,8,-1.0,train,2021
2021-11-17 07:00:00+00:00,2021-11-17 07:15:00+00:00,rejection,short,1849.858,1850.558,1848.4579999999999,0.7000000000000455,12,london,2021-11-17 07:15:00+00:00,1850.558,sl,0,-1.0,train,2021
2021-11-17 08:30:00+00:00,2021-11-17 08:45:00+00:00,sweep_reclaim,short,1854.754,1855.428,1853.4059999999995,0.6740000000002055,12,london,2021-11-17 08:45:00+00:00,1853.4059999999995,tp,0,2.0,train,2021
2021-11-18 07:00:00+00:00,2021-11-18 07:15:00+00:00,rejection,long,1866.554,1866.264,1867.1340000000005,0.290000000000191,12,london,2021-11-18 07:15:00+00:00,1867.1340000000005,tp,0,2.0,train,2021
2021-11-18 10:45:00+00:00,2021-11-18 11:00:00+00:00,rejection,long,1865.758,1864.028,1869.218,1.7300000000000182,12,london,2021-11-18 13:45:00+00:00,1864.028,sl,11,-1.0,train,2021
2021-11-19 08:15:00+00:00,2021-11-19 08:30:00+00:00,rejection,short,1859.334,1859.858,1858.2860000000003,0.5239999999998872,12,london,2021-11-19 08:30:00+00:00,1859.858,sl,0,-1.0,train,2021
2021-11-19 09:00:00+00:00,2021-11-19 09:15:00+00:00,sweep_reclaim,short,1861.218,1861.678,1860.298,0.4600000000000364,12,london,2021-11-19 09:30:00+00:00,1861.678,sl,1,-1.0,train,2021
2021-11-19 09:45:00+00:00,2021-11-19 10:00:00+00:00,sweep_reclaim,short,1861.638,1861.998,1860.9179999999997,0.36000000000012733,12,london,2021-11-19 10:00:00+00:00,1861.998,sl,0,-1.0,train,2021
2021-11-19 10:00:00+00:00,2021-11-19 10:15:00+00:00,rejection,short,1861.498,1862.938,1858.618,1.4400000000000546,12,london,2021-11-19 10:30:00+00:00,1862.938,sl,1,-1.0,train,2021
2021-11-19 10:30:00+00:00,2021-11-19 10:45:00+00:00,sweep_reclaim,short,1861.908,1862.758,1860.2079999999996,0.8500000000001364,12,london,2021-11-19 11:00:00+00:00,1862.758,sl,1,-1.0,train,2021
2021-11-22 08:45:00+00:00,2021-11-22 09:00:00+00:00,rejection,short,1844.774,1848.454,1837.4139999999998,3.6800000000000637,12,london,2021-11-22 11:15:00+00:00,1848.454,sl,9,-1.0,train,2021
2021-11-22 11:30:00+00:00,2021-11-22 11:45:00+00:00,rejection,short,1848.428,1848.704,1847.8760000000004,0.27599999999983993,12,london,2021-11-22 11:45:00+00:00,1848.704,sl,0,-1.0,train,2021
2021-11-23 07:15:00+00:00,2021-11-23 07:30:00+00:00,sweep_reclaim,short,1808.644,1809.458,1807.0159999999998,0.8140000000000782,12,london,2021-11-23 07:30:00+00:00,1809.458,sl,0,-1.0,train,2021
2021-11-23 07:45:00+00:00,2021-11-23 08:00:00+00:00,rejection,short,1809.164,1810.204,1807.084,1.0399999999999636,12,london,2021-11-23 08:15:00+00:00,1810.204,sl,1,-1.0,train,2021
2021-11-23 08:30:00+00:00,2021-11-23 08:45:00+00:00,sweep_reclaim,short,1810.008,1810.264,1809.4960000000003,0.2559999999998581,12,london,2021-11-23 08:45:00+00:00,1810.264,sl,0,-1.0,train,2021
2021-11-23 10:45:00+00:00,2021-11-23 11:00:00+00:00,rejection,short,1808.668,1810.004,1805.9959999999999,1.3360000000000127,12,london,2021-11-23 13:15:00+00:00,1805.9959999999999,tp,9,2.0,train,2021
2021-11-24 08:00:00+00:00,2021-11-24 08:15:00+00:00,sweep_reclaim,short,1790.168,1791.855,1786.7939999999996,1.6870000000001255,12,london,2021-11-24 08:45:00+00:00,1791.855,sl,2,-1.0,train,2021
2021-11-24 09:45:00+00:00,2021-11-24 10:00:00+00:00,rejection,short,1793.968,1795.205,1791.4940000000004,1.2369999999998527,12,london,2021-11-24 11:15:00+00:00,1795.205,sl,5,-1.0,train,2021
2021-11-24 12:00:00+00:00,2021-11-24 12:15:00+00:00,rejection,short,1793.258,1793.615,1792.544,0.3569999999999709,12,london,2021-11-24 12:15:00+00:00,1793.615,sl,0,-1.0,train,2021
2021-11-26 07:00:00+00:00,2021-11-26 07:15:00+00:00,sweep_reclaim,short,1791.548,1792.378,1789.8880000000001,0.8299999999999272,12,london,2021-11-26 07:15:00+00:00,1792.378,sl,0,-1.0,train,2021
2021-11-26 07:15:00+00:00,2021-11-26 07:30:00+00:00,sweep_reclaim,short,1790.925,1792.608,1787.559,1.6829999999999927,12,london,2021-11-26 07:30:00+00:00,1792.608,sl,0,-1.0,train,2021
2021-11-29 12:00:00+00:00,2021-11-29 12:15:00+00:00,rejection,short,1792.818,1793.858,1790.738,1.0399999999999636,12,london,2021-11-29 12:30:00+00:00,1793.858,sl,1,-1.0,train,2021
2021-11-30 07:15:00+00:00,2021-11-30 07:30:00+00:00,rejection,short,1785.848,1787.705,1782.134,1.856999999999971,12,london,2021-11-30 08:45:00+00:00,1787.705,sl,5,-1.0,train,2021
2021-11-30 09:00:00+00:00,2021-11-30 09:15:00+00:00,sweep_reclaim,short,1787.938,1788.058,1787.6980000000003,0.11999999999989086,12,london,2021-11-30 09:15:00+00:00,1788.058,sl,0,-1.0,train,2021
2021-11-30 09:15:00+00:00,2021-11-30 09:30:00+00:00,rejection,short,1788.108,1788.978,1786.3679999999997,0.8700000000001182,12,london,2021-11-30 09:30:00+00:00,1788.978,sl,0,-1.0,train,2021
2021-11-30 09:45:00+00:00,2021-11-30 10:00:00+00:00,sweep_reclaim,short,1789.098,1789.378,1788.538,0.2799999999999727,12,london,2021-11-30 10:00:00+00:00,1788.538,tp,0,2.0,train,2021
2021-12-01 10:30:00+00:00,2021-12-01 10:45:00+00:00,sweep_reclaim,short,1779.188,1779.765,1778.034,0.5769999999999982,12,london,2021-12-01 10:45:00+00:00,1779.765,sl,0,-1.0,train,2021
2021-12-01 10:45:00+00:00,2021-12-01 11:00:00+00:00,rejection,short,1778.848,1780.248,1776.0479999999998,1.400000000000091,12,london,2021-12-01 12:45:00+00:00,1780.248,sl,7,-1.0,train,2021
2021-12-02 07:15:00+00:00,2021-12-02 07:30:00+00:00,rejection,short,1780.295,1783.245,1774.3950000000004,2.949999999999818,12,london,2021-12-02 10:30:00+00:00,1780.065,timeout,12,0.07796610169492622,train,2021
2021-12-02 10:30:00+00:00,2021-12-02 10:45:00+00:00,rejection,short,1780.105,1781.728,1776.859,1.6230000000000473,12,london,2021-12-02 11:30:00+00:00,1776.859,tp,3,2.0,train,2021
2021-12-02 12:30:00+00:00,2021-12-02 12:45:00+00:00,rejection,short,1777.138,1777.638,1776.138,0.5,12,london,2021-12-02 12:45:00+00:00,1776.138,tp,0,2.0,train,2021
2021-12-03 07:00:00+00:00,2021-12-03 07:15:00+00:00,rejection,short,1768.925,1770.478,1765.8189999999997,1.553000000000111,12,london,2021-12-03 08:00:00+00:00,1770.478,sl,3,-1.0,train,2021
2021-12-03 08:00:00+00:00,2021-12-03 08:15:00+00:00,sweep_reclaim,short,1770.158,1770.358,1769.7579999999998,0.20000000000004547,12,london,2021-12-03 08:15:00+00:00,1770.358,sl,0,-1.0,train,2021
2021-12-03 10:45:00+00:00,2021-12-03 11:00:00+00:00,sweep_reclaim,short,1773.815,1774.238,1772.969,0.4230000000000018,12,london,2021-12-03 11:00:00+00:00,1772.969,tp,0,2.0,train,2021
2021-12-06 09:00:00+00:00,2021-12-06 09:15:00+00:00,rejection,long,1785.955,1783.155,1791.5549999999998,2.7999999999999545,12,london,2021-12-06 11:15:00+00:00,1783.155,sl,8,-1.0,train,2021
2021-12-08 12:30:00+00:00,2021-12-08 12:45:00+00:00,rejection,long,1788.918,1788.468,1789.8179999999995,0.4499999999998181,12,london,2021-12-08 12:45:00+00:00,1789.8179999999995,tp,0,2.0,train,2021
2021-12-10 07:45:00+00:00,2021-12-10 08:00:00+00:00,rejection,short,1777.375,1777.928,1776.2689999999998,0.553000000000111,12,london,2021-12-10 08:00:00+00:00,1777.928,sl,0,-1.0,train,2021
2021-12-10 08:00:00+00:00,2021-12-10 08:15:00+00:00,sweep_reclaim,short,1776.09,1777.945,1772.3799999999999,1.8550000000000182,12,london,2021-12-10 08:30:00+00:00,1777.945,sl,1,-1.0,train,2021
2021-12-10 10:45:00+00:00,2021-12-10 11:00:00+00:00,rejection,short,1778.388,1779.278,1776.6079999999997,0.8900000000001,12,london,2021-12-10 11:30:00+00:00,1779.278,sl,2,-1.0,train,2021
2021-12-13 07:15:00+00:00,2021-12-13 07:30:00+00:00,rejection,long,1783.028,1782.548,1783.988,0.4800000000000182,12,london,2021-12-13 07:30:00+00:00,1782.548,sl,0,-1.0,train,2021
2021-12-13 07:30:00+00:00,2021-12-13 07:45:00+00:00,rejection,long,1782.928,1782.378,1784.0280000000005,0.5500000000001819,12,london,2021-12-13 08:00:00+00:00,1782.378,sl,1,-1.0,train,2021
2021-12-13 09:00:00+00:00,2021-12-13 09:15:00+00:00,rejection,long,1786.858,1783.628,1793.318,3.230000000000018,12,london,2021-12-13 12:15:00+00:00,1786.338,timeout,12,-0.16099071207429685,train,2021
2021-12-13 12:45:00+00:00,2021-12-13 13:00:00+00:00,rejection,long,1785.448,1785.428,1785.488,0.01999999999998181,12,london,2021-12-13 13:00:00+00:00,1785.428,sl,0,-1.0,train,2021
2021-12-14 08:15:00+00:00,2021-12-14 08:30:00+00:00,rejection,long,1787.395,1785.478,1791.2289999999998,1.9169999999999163,12,london,2021-12-14 11:30:00+00:00,1785.735,timeout,12,-0.8659363588941859,train,2021
2021-12-15 08:00:00+00:00,2021-12-15 08:15:00+00:00,sweep_reclaim,short,1773.175,1773.188,1773.1489999999997,0.013000000000147338,12,london,2021-12-15 08:15:00+00:00,1773.188,sl,0,-1.0,train,2021
2021-12-15 09:15:00+00:00,2021-12-15 09:30:00+00:00,rejection,short,1772.178,1773.108,1770.3180000000004,0.9299999999998363,12,london,2021-12-15 10:30:00+00:00,1770.3180000000004,tp,4,2.0,train,2021
2021-12-15 10:45:00+00:00,2021-12-15 11:00:00+00:00,rejection,short,1770.008,1772.178,1765.668,2.1700000000000728,12,london,2021-12-15 14:00:00+00:00,1768.505,timeout,12,0.6926267281105432,train,2021
2021-12-17 08:00:00+00:00,2021-12-17 08:15:00+00:00,rejection,long,1797.779,1797.675,1797.987,0.10400000000004184,12,london,2021-12-17 08:15:00+00:00,1797.675,sl,0,-1.0,train,2021
2021-12-21 07:15:00+00:00,2021-12-21 07:30:00+00:00,rejection,short,1791.138,1791.879,1789.656,0.7409999999999854,12,london,2021-12-21 07:30:00+00:00,1791.879,sl,0,-1.0,train,2021
2021-12-21 11:00:00+00:00,2021-12-21 11:15:00+00:00,sweep_reclaim,short,1791.815,1792.408,1790.6290000000004,0.5929999999998472,12,london,2021-12-21 12:45:00+00:00,1792.408,sl,6,-1.0,train,2021
2021-12-22 07:15:00+00:00,2021-12-22 07:30:00+00:00,sweep_reclaim,short,1790.15,1790.658,1789.1340000000005,0.5079999999998108,12,london,2021-12-22 07:45:00+00:00,1789.1340000000005,tp,1,2.0,train,2021
2021-12-22 09:45:00+00:00,2021-12-22 10:00:00+00:00,rejection,short,1788.685,1789.728,1786.5989999999997,1.04300000000012,12,london,2021-12-22 10:30:00+00:00,1789.728,sl,2,-1.0,train,2021
2021-12-22 11:45:00+00:00,2021-12-22 12:00:00+00:00,rejection,short,1788.438,1789.175,1786.9640000000004,0.7369999999998527,12,london,2021-12-22 13:15:00+00:00,1786.9640000000004,tp,5,2.0,train,2021
2021-12-23 07:00:00+00:00,2021-12-23 07:15:00+00:00,rejection,long,1803.848,1803.588,1804.368,0.2599999999999909,12,london,2021-12-23 07:15:00+00:00,1803.588,sl,0,-1.0,train,2021
2021-12-23 10:45:00+00:00,2021-12-23 11:00:00+00:00,rejection,long,1805.805,1805.058,1807.2990000000002,0.7470000000000709,12,london,2021-12-23 11:00:00+00:00,1805.058,sl,0,-1.0,train,2021
2021-12-23 11:45:00+00:00,2021-12-23 12:00:00+00:00,rejection,long,1806.125,1804.975,1808.4250000000002,1.150000000000091,12,london,2021-12-23 13:30:00+00:00,1804.975,sl,6,-1.0,train,2021
2021-12-27 08:45:00+00:00,2021-12-27 09:00:00+00:00,rejection,long,1811.628,1806.908,1821.068,4.720000000000027,12,london,2021-12-27 12:00:00+00:00,1809.078,timeout,12,-0.5402542372881228,train,2021
2021-12-28 08:45:00+00:00,2021-12-28 09:00:00+00:00,rejection,long,1810.208,1809.534,1811.556,0.6739999999999782,12,london,2021-12-28 09:15:00+00:00,1809.534,sl,1,-1.0,train,2021
2021-12-28 09:45:00+00:00,2021-12-28 10:00:00+00:00,sweep_reclaim,long,1809.194,1808.748,1810.0859999999998,0.4459999999999127,12,london,2021-12-28 10:00:00+00:00,1808.748,sl,0,-1.0,train,2021
2021-12-28 10:00:00+00:00,2021-12-28 10:15:00+00:00,rejection,long,1809.078,1808.398,1810.438,0.6800000000000637,12,london,2021-12-28 11:45:00+00:00,1810.438,tp,6,2.0,train,2021
2021-12-29 10:30:00+00:00,2021-12-29 10:45:00+00:00,sweep_reclaim,short,1807.298,1807.558,1806.778,0.2599999999999909,12,london,2021-12-29 11:00:00+00:00,1806.778,tp,1,2.0,train,2021
